
executed_tx 100, accessedPercentage 50
Predicted: 418924.500000|423394.718750|424007.843750|0.000000, measured: 565696.437500, max txs: 8, ab.prob: 0.104439
executed_tx 436900, accessedPercentage 69
executed_tx 437000, accessedPercentage 69
executed_tx 437100, accessedPercentage 69
executed_tx 437200, accessedPercentage 69
executed_tx 437300, accessedPercentage 69
executed_tx 437400, accessedPercentage 69
executed_tx 437500, accessedPercentage 69
executed_tx 437600, accessedPercentage 69
executed_tx 437700, accessedPercentage 69
executed_tx 437800, accessedPercentage 69
executed_tx 437900, accessedPercentage 69
Predicted: 421354.031250|427321.250000|427896.500000|0.000000, measured: 636699.625000, max txs: 8, ab.prob: 0.096743
executed_tx 438000, accessedPercentage 68
executed_tx 438100, accessedPercentage 68
executed_tx 438200, accessedPercentage 68
executed_tx 438300, accessedPercentage 68
executed_tx 438400, accessedPercentage 68
executed_tx 438500, accessedPercentage 68
executed_tx 438600, accessedPercentage 68
executed_tx 438700, accessedPercentage 68
executed_tx 438800, accessedPercentage 68
executed_tx 438900, accessedPercentage 68
executed_tx 439000, accessedPercentage 68
Predicted: 417432.875000|422149.531250|422856.875000|0.000000, measured: 564228.000000, max txs: 8, ab.prob: 0.110359
executed_tx 439100, accessedPercentage 68
executed_tx 439200, accessedPercentage 68
executed_tx 439300, accessedPercentage 68
executed_tx 439400, accessedPercentage 68
executed_tx 439500, accessedPercentage 68
executed_tx 439600, accessedPercentage 68
executed_tx 439700, accessedPercentage 68
executed_tx 439800, accessedPercentage 68
executed_tx 439900, accessedPercentage 68
executed_tx 440000, accessedPercentage 68
Predicted: 406364.906250|411719.375000|412274.343750|0.000000, measured: 563159.000000, max txs: 8, ab.prob: 0.114042
executed_tx 440100, accessedPercentage 68
executed_tx 440200, accessedPercentage 68
executed_tx 440300, accessedPercentage 68
executed_tx 440400, accessedPercentage 68
executed_tx 440500, accessedPercentage 68
executed_tx 440600, accessedPercentage 68
executed_tx 440700, accessedPercentage 68
executed_tx 440800, accessedPercentage 68
executed_tx 440900, accessedPercentage 68
executed_tx 441000, accessedPercentage 68
executed_tx 441100, accessedPercentage 68
Predicted: 423807.281250|427737.406250|428259.000000|0.000000, measured: 567502.000000, max txs: 8, ab.prob: 0.105354
executed_tx 441200, accessedPercentage 68
executed_tx 441300, accessedPercentage 68
executed_tx 441400, accessedPercentage 68
executed_tx 441500, accessedPercentage 67
executed_tx 441600, accessedPercentage 67
executed_tx 441700, accessedPercentage 67
executed_tx 441800, accessedPercentage 67
executed_tx 441900, accessedPercentage 67
executed_tx 442000, accessedPercentage 67
executed_tx 442100, accessedPercentage 67
executed_tx 442200, accessedPercentage 67
Predicted: 419530.437500|423374.937500|423937.593750|0.000000, measured: 563365.062500, max txs: 8, ab.prob: 0.114920
executed_tx 442300, accessedPercentage 67
executed_tx 442400, accessedPercentage 67
executed_tx 442500, accessedPercentage 67
executed_tx 442600, accessedPercentage 67
executed_tx 442700, accessedPercentage 67
executed_tx 442800, accessedPercentage 67
executed_tx 442900, accessedPercentage 67
executed_tx 443000, accessedPercentage 67
executed_tx 443100, accessedPercentage 67
executed_tx 443200, accessedPercentage 67
executed_tx 443300, accessedPercentage 67
Predicted: 411011.468750|417097.250000|416900.125000|0.000000, measured: 618510.937500, max txs: 7, ab.prob: 0.095839
executed_tx 443400, accessedPercentage 67
executed_tx 443500, accessedPercentage 67
executed_tx 443600, accessedPercentage 67
executed_tx 443700, accessedPercentage 67
executed_tx 443800, accessedPercentage 67
executed_tx 443900, accessedPercentage 67
executed_tx 444000, accessedPercentage 67
executed_tx 444100, accessedPercentage 67
executed_tx 444200, accessedPercentage 67
executed_tx 444300, accessedPercentage 67
executed_tx 444400, accessedPercentage 67
executed_tx 444500, accessedPercentage 67
executed_tx 444600, accessedPercentage 67
executed_tx 444700, accessedPercentage 67
executed_tx 444800, accessedPercentage 66
executed_tx 444900, accessedPercentage 66
executed_tx 445000, accessedPercentage 66
executed_tx 445100, accessedPercentage 66
executed_tx 445200, accessedPercentage 66
Predicted: 427891.218750|447200.031250|451883.937500|452411.156250, measured: 530200.250000, max txs: 7, ab.prob: 0.095599
executed_tx 445300, accessedPercentage 66
executed_tx 445400, accessedPercentage 66
executed_tx 445500, accessedPercentage 66
executed_tx 445600, accessedPercentage 66
executed_tx 445700, accessedPercentage 66
executed_tx 445800, accessedPercentage 66
executed_tx 445900, accessedPercentage 66
executed_tx 446000, accessedPercentage 66
executed_tx 446100, accessedPercentage 66
executed_tx 446200, accessedPercentage 66
executed_tx 446300, accessedPercentage 66
executed_tx 446400, accessedPercentage 66
executed_tx 446500, accessedPercentage 66
executed_tx 446600, accessedPercentage 66
Predicted: 419887.906250|441289.000000|446472.562500|447028.750000, measured: 531449.750000, max txs: 7, ab.prob: 0.103477
executed_tx 446700, accessedPercentage 66
executed_tx 446800, accessedPercentage 66
executed_tx 446900, accessedPercentage 66
executed_tx 447000, accessedPercentage 66
executed_tx 447100, accessedPercentage 66
executed_tx 447200, accessedPercentage 66
executed_tx 447300, accessedPercentage 66
executed_tx 447400, accessedPercentage 66
executed_tx 447500, accessedPercentage 66
executed_tx 447600, accessedPercentage 66
executed_tx 447700, accessedPercentage 66
executed_tx 447800, accessedPercentage 66
executed_tx 447900, accessedPercentage 66
executed_tx 448000, accessedPercentage 66
executed_tx 448100, accessedPercentage 66
executed_tx 448200, accessedPercentage 65
executed_tx 448300, accessedPercentage 65
executed_tx 448400, accessedPercentage 65
executed_tx 448500, accessedPercentage 65
executed_tx 448600, accessedPercentage 65
Predicted: 415461.812500|436350.625000|442045.531250|442562.875000, measured: 523875.093750, max txs: 7, ab.prob: 0.099784
executed_tx 448700, accessedPercentage 65
executed_tx 448800, accessedPercentage 65
executed_tx 448900, accessedPercentage 65
executed_tx 449000, accessedPercentage 65
executed_tx 449100, accessedPercentage 65
executed_tx 449200, accessedPercentage 65
executed_tx 449300, accessedPercentage 65
executed_tx 449400, accessedPercentage 65
executed_tx 449500, accessedPercentage 65
executed_tx 449600, accessedPercentage 65
executed_tx 449700, accessedPercentage 65
executed_tx 449800, accessedPercentage 65
executed_tx 449900, accessedPercentage 65
Predicted: 423430.937500|441807.500000|446128.812500|446660.562500, measured: 526884.500000, max txs: 7, ab.prob: 0.098426
executed_tx 450000, accessedPercentage 65
executed_tx 450100, accessedPercentage 65
executed_tx 450200, accessedPercentage 65
executed_tx 450300, accessedPercentage 65
executed_tx 450400, accessedPercentage 65
executed_tx 450500, accessedPercentage 65
executed_tx 450600, accessedPercentage 65
executed_tx 450700, accessedPercentage 65
executed_tx 450800, accessedPercentage 65
executed_tx 450900, accessedPercentage 65
executed_tx 451000, accessedPercentage 65
executed_tx 451100, accessedPercentage 65
Predicted: 418653.437500|441129.312500|444750.343750|445294.781250, measured: 525436.062500, max txs: 7, ab.prob: 0.098863
executed_tx 451200, accessedPercentage 65
executed_tx 451300, accessedPercentage 65
executed_tx 451400, accessedPercentage 65
executed_tx 451500, accessedPercentage 65
executed_tx 451600, accessedPercentage 64
executed_tx 451700, accessedPercentage 64
executed_tx 451800, accessedPercentage 64
executed_tx 451900, accessedPercentage 64
executed_tx 452000, accessedPercentage 64
executed_tx 452100, accessedPercentage 64
executed_tx 452200, accessedPercentage 64
executed_tx 452300, accessedPercentage 64
Predicted: 423414.468750|433708.218750|441779.218750|442396.375000, measured: 508737.187500, max txs: 7, ab.prob: 0.101761
executed_tx 452400, accessedPercentage 64
executed_tx 452500, accessedPercentage 64
executed_tx 452600, accessedPercentage 64
executed_tx 452700, accessedPercentage 64
executed_tx 452800, accessedPercentage 64
executed_tx 452900, accessedPercentage 64
executed_tx 453000, accessedPercentage 64
executed_tx 453100, accessedPercentage 64
executed_tx 453200, accessedPercentage 64
executed_tx 453300, accessedPercentage 64
executed_tx 453400, accessedPercentage 64
executed_tx 453500, accessedPercentage 64
executed_tx 453600, accessedPercentage 64
executed_tx 453700, accessedPercentage 64
executed_tx 453800, accessedPercentage 64
executed_tx 453900, accessedPercentage 64
Predicted: 431814.218750|448751.281250|453589.343750|454164.687500, measured: 525707.812500, max txs: 7, ab.prob: 0.099572
executed_tx 454000, accessedPercentage 64
executed_tx 454100, accessedPercentage 64
executed_tx 454200, accessedPercentage 64
executed_tx 454300, accessedPercentage 64
executed_tx 454400, accessedPercentage 64
executed_tx 454500, accessedPercentage 64
executed_tx 454600, accessedPercentage 64
executed_tx 454700, accessedPercentage 64
executed_tx 454800, accessedPercentage 64
executed_tx 454900, accessedPercentage 63
executed_tx 455000, accessedPercentage 63
executed_tx 455100, accessedPercentage 63
executed_tx 455200, accessedPercentage 63
executed_tx 455300, accessedPercentage 63
executed_tx 455400, accessedPercentage 63
executed_tx 455500, accessedPercentage 63
executed_tx 455600, accessedPercentage 63
executed_tx 455700, accessedPercentage 63
executed_tx 455800, accessedPercentage 63
Predicted: 432209.062500|451145.343750|454477.093750|455064.312500, measured: 525964.562500, max txs: 7, ab.prob: 0.097597
executed_tx 455900, accessedPercentage 63
executed_tx 456000, accessedPercentage 63
executed_tx 456100, accessedPercentage 63
executed_tx 456200, accessedPercentage 63
executed_tx 456300, accessedPercentage 63
executed_tx 456400, accessedPercentage 63
executed_tx 456500, accessedPercentage 63
executed_tx 456600, accessedPercentage 63
executed_tx 456700, accessedPercentage 63
executed_tx 456800, accessedPercentage 63
executed_tx 456900, accessedPercentage 63
executed_tx 457000, accessedPercentage 63
executed_tx 457100, accessedPercentage 63
executed_tx 457200, accessedPercentage 63
executed_tx 457300, accessedPercentage 63
executed_tx 457400, accessedPercentage 63
executed_tx 457500, accessedPercentage 63
executed_tx 457600, accessedPercentage 63
Predicted: 430019.281250|446937.750000|453242.093750|453796.156250, measured: 525840.500000, max txs: 7, ab.prob: 0.100931
executed_tx 457700, accessedPercentage 63
executed_tx 457800, accessedPercentage 63
executed_tx 457900, accessedPercentage 63
executed_tx 458000, accessedPercentage 63
executed_tx 458100, accessedPercentage 63
executed_tx 458200, accessedPercentage 62
executed_tx 458300, accessedPercentage 62
executed_tx 458400, accessedPercentage 62
executed_tx 458500, accessedPercentage 62
executed_tx 458600, accessedPercentage 62
executed_tx 458700, accessedPercentage 62
executed_tx 458800, accessedPercentage 62
executed_tx 458900, accessedPercentage 62
executed_tx 459000, accessedPercentage 62
executed_tx 459100, accessedPercentage 62
executed_tx 459200, accessedPercentage 62
Predicted: 425844.062500|441810.125000|445326.968750|445869.468750, measured: 522540.500000, max txs: 7, ab.prob: 0.102984
executed_tx 459300, accessedPercentage 62
executed_tx 459400, accessedPercentage 62
executed_tx 459500, accessedPercentage 62
executed_tx 459600, accessedPercentage 62
executed_tx 459700, accessedPercentage 62
executed_tx 459800, accessedPercentage 62
executed_tx 459900, accessedPercentage 62
executed_tx 460000, accessedPercentage 62
executed_tx 460100, accessedPercentage 62
executed_tx 460200, accessedPercentage 62
executed_tx 460300, accessedPercentage 62
executed_tx 460400, accessedPercentage 62
executed_tx 460500, accessedPercentage 62
executed_tx 460600, accessedPercentage 62
executed_tx 460700, accessedPercentage 62
executed_tx 460800, accessedPercentage 62
executed_tx 460900, accessedPercentage 62
executed_tx 461000, accessedPercentage 62
Predicted: 418861.968750|439106.031250|442700.125000|443267.062500, measured: 589801.437500, max txs: 7, ab.prob: 0.092606
executed_tx 461100, accessedPercentage 62
executed_tx 461200, accessedPercentage 62
executed_tx 461300, accessedPercentage 62
executed_tx 461400, accessedPercentage 62
executed_tx 461500, accessedPercentage 61
executed_tx 461600, accessedPercentage 61
executed_tx 461700, accessedPercentage 61
executed_tx 461800, accessedPercentage 61
executed_tx 461900, accessedPercentage 61
executed_tx 462000, accessedPercentage 61
executed_tx 462100, accessedPercentage 61
executed_tx 462200, accessedPercentage 61
executed_tx 462300, accessedPercentage 61
executed_tx 462400, accessedPercentage 61
executed_tx 462500, accessedPercentage 61
executed_tx 462600, accessedPercentage 61
executed_tx 462700, accessedPercentage 61
Predicted: 415272.843750|437963.468750|442903.625000|443504.843750, measured: 562485.250000, max txs: 7, ab.prob: 0.098833
executed_tx 462800, accessedPercentage 61
executed_tx 462900, accessedPercentage 61
executed_tx 463000, accessedPercentage 61
executed_tx 463100, accessedPercentage 61
executed_tx 463200, accessedPercentage 61
executed_tx 463300, accessedPercentage 61
executed_tx 463400, accessedPercentage 61
executed_tx 463500, accessedPercentage 61
executed_tx 463600, accessedPercentage 61
executed_tx 463700, accessedPercentage 61
executed_tx 463800, accessedPercentage 61
executed_tx 463900, accessedPercentage 61
executed_tx 464000, accessedPercentage 61
executed_tx 464100, accessedPercentage 61
executed_tx 464200, accessedPercentage 61
executed_tx 464300, accessedPercentage 61
executed_tx 464400, accessedPercentage 61
executed_tx 464500, accessedPercentage 61
executed_tx 464600, accessedPercentage 61
executed_tx 464700, accessedPercentage 61
executed_tx 464800, accessedPercentage 60
Predicted: 428572.093750|444387.468750|449975.562500|450539.593750, measured: 527498.812500, max txs: 7, ab.prob: 0.102212
executed_tx 464900, accessedPercentage 60
executed_tx 465000, accessedPercentage 60
executed_tx 465100, accessedPercentage 60
executed_tx 465200, accessedPercentage 60
executed_tx 465300, accessedPercentage 60
executed_tx 465400, accessedPercentage 60
executed_tx 465500, accessedPercentage 60
executed_tx 465600, accessedPercentage 60
executed_tx 465700, accessedPercentage 60
executed_tx 465800, accessedPercentage 60
executed_tx 465900, accessedPercentage 60
